0	0.832506	0.0974722	0.105027
1	0.934471	0.109581	0.10156
2	0.974062	0.110413	0.0970971
3	0.988553	0.106432	0.0949073
4	0.992333	0.108836	0.0964202
5	0.997269	0.109637	0.101801
6	0.99895	0.110436	0.101297
7	1	0.110439	0.102306
8	1	0.110439	0.102306
9	1	0.110439	0.102306
10	1	0.110439	0.102306
11	1	0.110439	0.102306
12	1	0.110439	0.102306
13	1	0.110439	0.102306
14	1	0.110439	0.102306
15	1	0.110439	0.102306
16	1	0.110439	0.102306
17	1	0.110439	0.102306
18	1	0.110439	0.102306
19	1	0.110439	0.102306
